rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,Brand,Material,Bottle Type,Color,Special Feature,Volume,rating_cat
1.0,"Great bottle, horrible packaging","There’s a paper sleeve around the bottle that seems like it’s about to come off, but when you try and take it off it leaves a sticky residue. This will be difficult to remove and really ruins the bottle for me.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61Gv7QgyZHL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61Gv7QgyZHL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61Gv7QgyZHL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61eOaEBjDoL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61eOaEBjDoL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61eOaEBjDoL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B085DTYGK9,B087SN2GZD,AFXYVQQTMZPSPQM4MLL65XSASSZA,1657163307524,0,True,Owala,Plastic,,"Very, Very Dark","Leak Proof, Dishwasher Safe, Straw",739.3375,0
1.0,Not too happy with this product,I was super excited about getting this for my daughter. She had it for only 2 weeks and there is rust on the top part of the inside. She had only ever had water in it. Not too happy with this product,[],B0777PBYZN,B0BGM8TW2T,AHTBJLIQ55G2NXSRZWH57PKZRJQQ,1530829431164,1,True,Healthy Human,steel,,Bahama,,470.0,0
1.0,Not Leak proof at all!,"This is a very cute cup, but that is about it. My 2 year old grand daughter used it once and it leak all over a puzzle I had just recently purchased for her. The straw is very short and is not useful. I really wanted to like this item and was so happy to move her to the next step. Not worth it.",[],B07677QRKF,B00PUDI2Z2,AHRUJH6JKBAY3BV3JSOD2TUWI22A,1598973766757,1,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,Don’t waste your money! Wish I would have listen to reviews this leaks!,"Very disappointed in this item I have been loyal to the CamelBak brand for quite some time but I am ready to take my business elsewhere, this water bottle leaks terribly from the spout even though it is closed securely. The most disappointing part is the many reviews that state it leaks yet, CamelBak has done nothing to fit this issue.",[],B015DJC1LS,B015DJC1LS,AF6DXJ5PXOXNV7URRLYBWADSBKRQ,1513577017336,0,False,CamelBak,100% Nylon,,Charcoal,"Leak Proof, Spout Cover",750.0,0
2.0,Very difficult to close,Would not buy it for a kid. It is extremely difficult to close.,[],B00R1FGQEG,B014W99CSU,AHGLEU2JBA6FZ3UJS7VOTIL56H6A,1646835426123,0,True,Nalgene,Tritan copolyester,,Green,Leak proof,354.882,0
1.0,Leaks,Leaks when advertised to be leak proof. The rim of the spout has sharp plastic edges that scrape my mouth. I though a $12 water bottle with a popular brand would be made with quality.,[],B015DJBZHY,B015DJBZHY,AENDEMGMGMPDB7GLCBMCTFBNMJZA,1520886387566,0,True,CamelBak,Plastic,,Cactus Flower,Leakproof,750.0,0
1.0,Don’t waste your money.,Product fell apart as soon as we got it and was impossible to drink from. I would not buy it again,[],B07HGSDBMN,B07HGSDBMN,AHCO22YMFZ7O7KCAIW6RNUWMXC4A,1630302144928,0,True,CamelBak,"Eastman Tritan™ Copolyester. Tritan makes the eddy® clear, vibrant, durable, dishwasher safe and 100% BPA-Free.Eastman Tritan™ Copolyester. Tritan makes the eddy® clear, vibrant, durable, dishwasher safe and 100% BPA-Free.   See more",,Lavender,Bpa Free,750.0,0
1.0,Color not as specified and selected. :(,"I love these bottles, both for the size and shape/ mouth piece sizing. I've had many over the years. I ordered clear, it showed clear in the pics, I received gray. Im disappointed but needed the replacements so I won't return them. Really wanted clear to be able to watch for cleanliness. If you order clear, you'll probably get gray.",[],B001NCDE48,B001NCDE48,AHUDNSAHHOQTIYVFLB6526WJ43SQ,1565742297425,0,True,Nalgene,Tritan copolyester,,Gray,"Dishwasher Safe,Leak Proof,Narrow Mouth",1000.0,0
1.0,Leak bad,This leaked really bad,[],B07HGTQ5LK,B07HGTQ5LK,AFQ53QKH2YNKMYAY3JEVT4VNH5WA,1565135984474,0,True,CamelBak,Plastic,Reusable,,"Carrying Loop, Straw",400.129455,0
2.0,Not as expected  Leaks!,"I was looking for a cup that didn't leak for daycare.  I made it two days before it leaked.  It would be sitting on the table and just slowly come out of the straw.  I loved the design of the cup, but unfortunately it leaked worse than any other cup I've bought.",[],B015DK90LG,B00PUDI2Z2,AFCBNWGSWLH2Z3YDRDFRH5M3DJTA,1490732873000,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,grip but no gulp,maybe I don't get it but it is very hard to get liquid out of this bottle. It's like Aa sippy cup for grown ups and I end up sucking the insides of my cheeks inside out to get anything out of it. It's very cute though.....,[],B006ERSYDS,B08W2VZSLJ,AFUNZKVDETZVBJJ4DEHIOUEJQCGQ,1395843563000,1,True,Nalgene,tritan,,Pink,"Leakproof,Wide Mouth",350.0,0
1.0,"I purchased 4, and they all broke",Over the past year I’ve purchased four of these and they all broke after a few weeks in the same spot. The latch is not made correctly and will break,[],B011LC85PM,B07CM8GLN9,AEZVDTFKSGJOWWCTWZYED5GGA6YQ,1660138195442,0,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
1.0,Do not buy,Returning the item as it does not keep ice for more than an hour.,[],B0799C3PJ5,B08JX47MCJ,AF4GRVDX6KBDI5FNODBXBJCQK2WA,1571659785126,2,True,Klean Kanteen,Stainless Steel,,Shale Black,Double wall,591.47,0
1.0,To hard for kids to suck through,My grandkids are having a really really hard time drinking out of these. Total waste of money for me. They are cute but it’s really hard to suck through them.,[],B07HGTQ5LK,B07HGTQ5LK,AGXJQETA6RCQZS2QN3CX6MLL2U4A,1610656606753,0,True,CamelBak,Plastic,Reusable,,"Carrying Loop, Straw",400.129455,0
2.0,Right size and sipping is easy. However the straw started to disengage itself off ...,Right size and sipping is easy. However the straw started to disengage itself off the closed position after a few months of use. It would spray water on the face and clothes as it did so.,[],B01LA75PTW,B00PUDI2Z2,AF2Z6MR4JZPZUN5AAVR3ZV5TFOJA,1511599092494,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
1.0,It leaks...do not buy,I purposefully bought this more expensive water bottle due to the brand name. However it leaks. It leaks every time it falls over which with kids is A LOT! I hate this water bottle! Do not buy!,[],B07HGSXM52,B00PUDI2Z2,AHDENTEO6T4MGX6GQR6OT5VI5RNA,1556809402323,0,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,Leaks like a running faucet,"Everything about this bottle is great....except it leaks.<br /><br />As others have mentioned, if you leave the cup sitting on the table for a few minutes, you'll find that the liquid, somehow, gets siphoned out through the straw and sides.  This hasn't happened a few times to us, this happens more often than not!<br /><br />Even when closed and tightly screwed on, it will siphon the liquid up and you'll find the cup bathing in a pool of water/juice.",[],B015DK94R6,B00PUDI2Z2,AGRNZPP4I6YWVIWQD5A77LU4VLNA,1593041901807,2,True,CamelBak,Plastic,"Reusable, kids, straw top",Iguanas,"Carrying Loop, Straw",400.0,0
2.0,major flaws in design,I love that this is bpa free and my son was able to use it well for a time but when the straw is up it leaks when it's pushed down it does not.  The problem is the more it's used the more loose it becomes and it was leaking a lot.  Also the material on the upper portion of the straw started falling apart where he put his teeth on it.  He's not a chewer so if your kid is inclined that way this is definitely not for you.,[],B004JPEOD6,B004JPEOD6,AHQQJZMJAMVXHYHEP2JYF2NY7X2A,1390867602000,0,True,EcoVessel,Metal,,Blue with Fly,,384.4555,0
2.0,Need to be hand washed!,"These bottles are good, but the one that got put into the dishwasher is no longer usable -- lid won't screw on correctly.  This is disappointing as they are advertised as dishwasher safe.",[],B0143609N4,B0143609N4,AG2M4AEJW6LQTG5OTLPPWQKHOEMQ,1472652450000,0,True,Contigo,Silicone,Standard Bottle,Smoke / Watermelon,"Bpa Free,Dishwasher Safe",710.0,0
1.0,Bottle cap melted,"I am saddened that the cap melted after just one use in the dishwasher. The label right on it says ""Dishwasher Safe"" but that's not true. :(","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71CwadyFa4L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71CwadyFa4L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71CwadyFa4L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B001NCDE48,B001NCDE48,AFGY23CXSIZNPECHYDWHZUJAGUOQ,1600087951212,0,True,Nalgene,Tritan copolyester,,Gray,"Dishwasher Safe,Leak Proof,Narrow Mouth",1000.0,0
2.0,Neck is too narrow for ice cubes.,"This bottle is exactly as advertised. The low rating is my own fault. I don't like the wide mouth containers because there is a tendency for spills and leaks when drinking. Unfortunately, I never considered that the automatic ice cubes from my fridge won't fit through this small opening. Also, pouring into a small opening is a challenge. If you're just doing straight up water from the faucet, this is ideal.",[],B001NCDE48,B001NCDE48,AGQDRBSZTLDGYZDUA4M7GXJK7SFQ,1402669651000,1,True,Nalgene,Tritan copolyester,,Gray,"Dishwasher Safe,Leak Proof,Narrow Mouth",1000.0,0
1.0,Impossible to clean,"I bought this because I was tired of the convoluted system for my original Eddy, which featured the bite valve and straw that always got moldy and was impossible to clean.<br /><br />Low and behold, this ridiculous Chute design is also impossible to clean. The male threads inside the magnetic cap nearest the gasket material in the recess are impossible to reach with any type of brush or instrument. You can soak it in soap, put it in the dishwasher, it doesn't matter. It eventually grows back mold and smells terrible. I've had this for a year and struggled with it for too long. Throwing this junk out finally and searching for an entirely different brand of bottle that has a solid cap.<br /><br />Goodbye Camelbak, all hype and no substance. This is what happens when a company receives guaranteed funding from the military by default and doesn't have to actually create an effective product line for consumers. Weak.",[],B077M99ZX3,B07CJQQXS4,AEXTCLDWOHNCPMZISHRS4SSL2OMQ,1566935687942,1,True,CamelBak,Eastman Tritan™ Copolyester,Replacement part,Black,"Carrying Loop, Magnetic Cap, Leak-proof when closed",900.0,0
1.0,it spills on you,"I like the look of the bottle, but sometimes the hole on the top spills on you, not good when you're at work and get it spilled on you.  I would not recommend this bottle.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71GLFOJ4Y+L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71GLFOJ4Y+L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71GLFOJ4Y+L.jpg', 'attachment_type': 'IMAGE'}]",B01FSM3CZY,B07CM8GLN9,AGJFWQIIA7EEO6AO5QTQ237ZHDTQ,1551797785963,0,True,Embrava,Plastic,Standard Bottle,Gray,"Leak Proof, Lightweight, Flip Top, Lockable Lid, Shatter Resistant",946.352,0
1.0,Disappointing,We bought this for my daughter not that long ago and it’s already cracked and dented. I feel like for the money Hydro flask should be able to stand up a little bit sturdier. In the future I will only buy Rtic.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71QxJWEjc9L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71QxJWEjc9L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71QxJWEjc9L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71i+338--GL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71i+338--GL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71i+338--GL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81JcEVQznDL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81JcEVQznDL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81JcEVQznDL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07MZCSJ99,B07MZCSJ99,AG6AQSA3WBKHVB7RF5AL5XNWYMQA,1635288568209,0,True,Hydro Flask,Stainless Steel,,Watermelon,Dishwasher Safe,710.0,0
1.0,Item does not look new,Item does look new. If it is it was clearly dropped and damaged. Do not purchase— just go to a big box store to find it not damaged.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61+S+jZuf8L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61+S+jZuf8L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61+S+jZuf8L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/612Vq02w8EL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/612Vq02w8EL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/612Vq02w8EL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61NvHi3IaoL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61NvHi3IaoL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61NvHi3IaoL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61Vyy9GVe-L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61Vyy9GVe-L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61Vyy9GVe-L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61h9D3O3ruL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61h9D3O3ruL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61h9D3O3ruL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61ws762EFqL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61ws762EFqL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61ws762EFqL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08RSNRM3S,B0C12R56QC,AFPMDCPRGZQTCP7T3GW4AEVIBDQQ,1655932782572,0,True,Contigo,Stainless Steel,,Steel/Dragonfruit,,709.764,0
2.0,Durable but smelly,"Stays cold and seals well. Stopped using this bottle about a six months to a year in because a smell stuck to the cap and I can’t get it out no matter how I try. It doesn’t matter how many times I wash or soak it the smell won’t go away and the second I close the lid it transfers. It is horrendous to smell weirdness when you should be drinking fresh, clean, scent free water.",[],B00YIVGMYK,B0BGM8TW2T,AGX5YKLHUFB7GO3IJMGDJJQ5R3GQ,1612115990624,0,True,Healthy Human,steel,,Bahama,,470.0,0
1.0,No,Does not keep my liquid cold for long.  Doesn’t fit in the middle of my car in the drink holder. It’s ok. Reminds me of something I could get on sale at Ross for the price. The hype of this is ridiculous,[],B07BKS7P9G,B08JRJNZQW,AHUCC2GFOTMPOOF76JX2Q7QWVJEQ,1610918071060,0,True,Simple Modern,Stainless Steel,,- Midnight Black,,354.882,0
